"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"20476","aggravated assault","b2","2017","6","monday","albion st","42.3220384","-71.07140396"
"20477","residential burglary","e13","2017","6","friday","paul gore st","42.31824156","-71.10536456"
"20478","robbery","d4","2017","6","monday","dartmouth st","42.35089055","-71.0777336"
"20479","aggravated assault","d4","2017","6","monday","dartmouth st","42.35089055","-71.0777336"
"20480","aggravated assault","b2","2017","6","monday","hamlet st","42.31815683","-71.06432255"
"20481","robbery","b2","2017","6","sunday","annunciation rd","42.33506218","-71.09316781"
"20482","residential burglary","e18","2017","6","sunday","fairlawn ave","42.26788791","-71.10067012"
"20483","aggravated assault","e13","2017","6","sunday","centre st","42.32291406","-71.10328402"
"20484","robbery","c6","2017","6","sunday","e eighth st","42.33129745","-71.04864886"
"20485","aggravated assault","c11","2017","6","sunday","barry st","42.30870401","-71.06844484"
"20486","residential burglary","b2","2017","6","sunday","dudley st","42.32919289","-71.08730233"
"20487","aggravated assault","c6","2017","6","sunday","orton-marotta way","42.33731824","-71.0538321"
"20488","robbery","a1","2017","6","sunday","devonshire st","42.35544757","-71.05731727"
"20489","aggravated assault","a1","2017","6","sunday","faneuil hall marketplace","42.35997967","-71.05474135"
"20490","aggravated assault","b3","2017","6","saturday","fuller st","42.28154388","-71.07350542"
"20491","residential burglary","c11","2017","6","saturday","payne st","42.29496532","-71.05094898"
"20492","aggravated assault","b2","2017","6","saturday","castlegate rd","42.30700371","-71.08313157"
"20493","residential burglary","e13","2017","6","friday","lee st","42.30747522","-71.11179496"
"20494","residential burglary","b2","2017","6","saturday","normandy st","42.31192789","-71.07762963"
"20495","residential burglary","d4","2017","6","saturday","saint botolph st","42.34507147","-71.08057788"
"20496","aggravated assault","b3","2017","6","saturday","catbird ct","42.28813676","-71.09475747"
"20497","robbery","a1","2017","6","saturday","washington st","42.3543403","-71.06171274"
"20498","aggravated assault","e18","2017","6","saturday","hyde park ave","42.25466263","-71.12430955"
"20499","robbery","a1","2017","6","saturday","essex st","42.35237253","-71.06260897"
"20500","residential burglary","d14","2017","6","friday","gerald rd","42.34086177","-71.16020154"
"20501","aggravated assault","d4","2017","6","saturday","boylston st","42.34489594","-71.09659186"
"20502","aggravated assault","a1","2017","6","saturday","boylston st","42.3523119","-71.0637051"
"20503","aggravated assault","c6","2017","6","saturday","dorchester ave","42.33063626","-71.05696207"
"20504","aggravated assault","b2","2017","6","saturday","hartford st","42.31801549","-71.07391773"
"20505","aggravated assault","b2","2017","6","saturday","annunciation rd","42.33506218","-71.09316781"
"20506","aggravated assault","d14","2017","6","friday","brighton ave","42.35283155","-71.13114273"
"20507","robbery","c11","2017","6","friday","adams st","42.30203902","-71.06009072"
"20508","robbery","a7","2017","6","friday","new st","42.37072554","-71.04396244"
"20509","residential burglary","e18","2017","6","friday","navarre st","42.27458078","-71.11766502"
"20510","residential burglary","d4","2017","6","friday","massachusetts ave","42.33992934","-71.08105852"
"20511","robbery","c6","2017","6","friday","dorchester st","42.33227604","-71.05205464"
"20512","aggravated assault","b3","2017","6","friday","baird st","42.28574986","-71.09215334"
"20513","aggravated assault","b2","2017","6","friday","washington st","42.30649283","-71.08180677"
"20514","aggravated assault","e13","2017","6","thursday","centre st","42.32283759","-71.10096723"
"20515","residential burglary","c6","2017","6","friday","harbor crest ct","42.31961263","-71.04566609"
"20516","robbery","b2","2017","6","friday","francis st","42.33457489","-71.10551207"
"20517","residential burglary","c11","2017","6","friday","draper st","42.30287064","-71.06399249"
"20518","aggravated assault","b2","2017","6","thursday","washington st","42.32555182","-71.08797386"
"20519","residential burglary","d14","2017","6","thursday","commonwealth ave","42.35043273","-71.1271048"
"20520","aggravated assault","c11","2017","6","thursday","sumner st","42.31777605","-71.0619754"
"20521","robbery","d14","2017","6","thursday","fidelis way","42.34531664","-71.14298078"
"20522","robbery","c6","2017","6","thursday","e eighth st","42.33124115","-71.0478155"
"20523","aggravated assault","e13","2017","6","thursday","walk hill st","42.29496605","-71.11572398"
"20524","residential burglary","a7","2017","6","thursday","maverick st","42.36815918","-71.03438535"
"20525","robbery","e5","2017","6","thursday","washington st","42.27865467","-71.13657806"
"20526","residential burglary","d14","2017","6","tuesday","higgins st","42.35252146","-71.13544628"
"20527","aggravated assault","c11","2017","6","thursday","freeport st","42.30149875","-71.05071215"
"20528","robbery","d4","2017","6","thursday","columbus ave","42.34347698","-71.07822747"
"20529","residential burglary","c11","2017","6","thursday","orchardfield st","42.30446755","-71.0574627"
"20530","aggravated assault","d4","2017","6","thursday","dartmouth st","42.35029374","-71.07744671"
"20531","residential burglary","d14","2017","6","thursday","bronsdon st","42.3595671","-71.14381199"
"20532","aggravated assault","a1","2017","6","wednesday","summer st","42.35521625","-71.06012863"
"20533","residential burglary","b3","2017","6","thursday","nightingale st","42.29540175","-71.08237834"
"20534","aggravated assault","c6","2017","6","thursday","e broadway","42.33557815","-71.03867318"
"20535","robbery","c6","2017","6","thursday","w broadway","42.336112","-71.04665434"
"20536","robbery","b2","2017","6","monday","warren st","42.32978737","-71.08324801"
"20537","aggravated assault","a1","2017","6","thursday","tremont st","42.356585","-71.06189505"
"20538","aggravated assault","d4","2017","6","thursday","harrison ave","42.33555954","-71.07436364"
"20539","aggravated assault","b2","2017","6","thursday","holworthy st","42.31632131","-71.0892305"
"20540","aggravated assault","c11","2017","6","wednesday","hancock st","42.31319382","-71.06500833"
"20541","aggravated assault","c11","2017","6","thursday","mount bowdoin ter","42.30338366","-71.07574685"
"20542","aggravated assault","c11","2017","6","wednesday","glendale st","42.31326923","-71.06585779"
"20543","robbery","d4","2017","6","thursday","westland ave","42.34355868","-71.08734146"
"20544","aggravated assault","c11","2017","6","wednesday","glendale st","42.31326923","-71.06585779"
"20545","aggravated assault","d14","2017","6","wednesday","easton st","42.3594009","-71.13158255"
"20546","residential burglary","e5","2017","6","wednesday","florence st","42.28647169","-71.12419976"
"20547","aggravated assault","b2","2017","6","wednesday","cedar st","42.32696928","-71.09329249"
"20548","aggravated assault","d4","2017","6","wednesday","shawmut ave","42.33602271","-71.0799671"
"20549","aggravated assault","b3","2017","6","wednesday","blue hill ave","42.26817397","-71.09387677"
"20550","robbery","b2","2017","6","wednesday","normandy st","42.31015595","-71.07928347"
"20551","aggravated assault","c11","2017","6","wednesday","washington st","42.29481426","-71.07200871"
"20552","residential burglary","c6","2017","6","wednesday","w third st","42.34107785","-71.05223295"
"20553","residential burglary","b3","2017","6","wednesday","bernard st","42.29422543","-71.08018246"
"20554","residential burglary","e13","2017","6","wednesday","herbertson rd","42.29191542","-71.11616264"
"20555","residential burglary","e13","2017","6","tuesday","greenough park","42.31007262","-71.11347373"
"20556","aggravated assault","b3","2017","6","wednesday","erie st","42.30153144","-71.08257819"
"20557","aggravated assault","d14","2017","6","wednesday","brighton ave","42.35329785","-71.13405028"
"20558","aggravated assault","b2","2017","6","wednesday","humboldt ave","42.31671393","-71.08671368"
"20559","robbery","c6","2017","6","wednesday","southampton st","42.32962107","-71.05763827"
"20560","robbery","a15","2017","6","wednesday","corey st","42.37744027","-71.05625879"
"20561","residential burglary","b2","2017","6","monday","marcella st","42.32525339","-71.09670872"
"20562","robbery","d4","2017","6","tuesday","washington st","42.3353741","-71.0783156"
"20563","robbery","e13","2017","6","monday","heath st","42.32513051","-71.09940815"
"20564","robbery","a1","2017","6","tuesday","beach st","42.35158865","-71.06279264"
"20565","robbery","a1","2017","6","monday","causeway st","42.36529017","-71.06144453"
"20566","residential burglary","c11","2017","6","tuesday","homes ave","42.30288397","-71.06918798"
"20567","robbery","a1","2017","6","thursday","harrison ave","42.35115526","-71.06130589"
"20568","aggravated assault","a1","2017","6","thursday","harrison ave","42.35115526","-71.06130589"
"20569","robbery","a1","2017","6","tuesday","avenue de lafayette","42.35331987","-71.06102314"
"20570","robbery","a1","2017","6","tuesday","avenue de lafayette","42.35331987","-71.06102314"
"20571","residential burglary","b2","2017","6","tuesday","hillside st","42.32950195","-71.09971911"
"20572","aggravated assault","b3","2017","6","tuesday","cummins hwy","42.26901139","-71.09617666"
"20573","residential burglary","d4","2017","6","monday","park dr","42.34241506","-71.09521114"
"20574","robbery","b3","2017","6","monday","blue hill ave","42.28389647","-71.09168024"
"20575","robbery","c11","2017","6","monday","arcadia st","42.30183841","-71.06127819"
"20576","aggravated assault","c11","2017","6","monday","east st","42.3076111","-71.05970561"
"20577","aggravated assault","a1","2017","6","monday","federal st","42.35380161","-71.05620401"
"20578","aggravated assault","b2","2017","6","monday","magnolia st","42.31012905","-71.07484821"
"20579","residential burglary","c11","2017","6","monday","geneva ave","42.30209614","-71.06922842"
"20580","aggravated assault","a15","2017","6","monday","o'meara ct","42.37836895","-71.05871896"
"20581","robbery","c11","2017","6","monday","dorchester ave","42.30114533","-71.05991447"
"20582","aggravated assault","a7","2017","6","monday","saratoga st","42.38279978","-71.01977077"
"20583","residential burglary","b2","2017","6","sunday","alleghany st","42.33056977","-71.09959089"
"20584","residential burglary","b2","2017","6","sunday","parker hill ave","42.32947458","-71.10442024"
"20585","residential burglary","b2","2017","6","sunday","calumet st","42.32902859","-71.1009306"
"20586","robbery","d4","2017","6","sunday","boylston st","42.35009599","-71.0773211"
"20587","residential burglary","d4","2017","6","sunday","park dr","42.34598862","-71.1047765"
"20588","aggravated assault","e18","2017","6","sunday","hyde park ave","42.25621592","-71.12401947"
"20589","aggravated assault","c11","2017","6","sunday","melbourne st","42.29109287","-71.06594539"
"20590","aggravated assault","e5","2017","6","sunday","seymour st","42.27976705","-71.12162449"
"20591","aggravated assault","e5","2017","6","sunday","cornell st","42.27650961","-71.13100618"
"20592","aggravated assault","e5","2017","6","sunday","seymour st","42.27976705","-71.12162449"
"20593","aggravated assault","d14","2017","6","sunday","speedway ave","42.36338727","-71.13359895"
"20594","robbery","b2","2017","6","sunday","tremont st","42.33167475","-71.09640092"
"20595","aggravated assault","a1","2017","6","sunday","bromfield st","42.35698857","-71.06084937"
"20596","residential burglary","d14","2017","6","sunday","everett st","42.36053148","-71.13644289"
"20597","residential burglary","e13","2017","6","saturday","bickford st","42.32483301","-71.10164757"
"20598","aggravated assault","c6","2017","6","sunday","major michael j o'connor ","42.3277261","-71.05600435"
"20599","aggravated assault","c11","2017","6","sunday","bowdoin st","42.30915823","-71.06402751"
"20600","robbery","c6","2017","6","sunday","w sixth st","42.33445996","-71.04943145"
"20601","aggravated assault","a1","2017","6","saturday","boylston st","42.35241815","-71.06525499"
"20602","robbery","b2","2017","6","saturday","washington st","42.32925905","-71.08482402"
"20603","aggravated assault","b3","2017","6","saturday","fottler rd","42.27763124","-71.09671825"
"20604","aggravated assault","c11","2017","6","saturday","faulkner st","42.29960791","-71.06094616"
"20605","residential burglary","d14","2017","6","thursday","sutherland rd","42.33724258","-71.15009077"
"20606","aggravated assault","b3","2017","6","saturday","ripley rd","42.29926303","-71.07626513"
"20607","aggravated assault","a1","2017","6","saturday","stillman st","42.36373069","-71.05625591"
"20608","residential burglary","e13","2017","6","friday","brookley rd","42.30293344","-71.10590637"
"20609","residential burglary","a7","2017","6","saturday","barnes ave","42.38636081","-71.0046387"
"20610","robbery","c11","2017","6","saturday","geneva ave","42.30546333","-71.0773834"
"20611","aggravated assault","c11","2017","6","saturday","everton st","42.30399542","-71.07206043"
